filename,tag,name,type,offscreen,filtered_out,topleft,bottomright
DataItem- .png,DataItem, ,Data Item,False,False,"[604,369]","[1569,396]"
DataItem- .png,DataItem, ,Data Item,False,False,"[604,369]","[613,396]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1034,369]","[1450,396]"
Text- .png,Text, ,Text,False,False,"[1035,370]","[1042,395]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1464,369]","[1473,396]"
DataItem-Inactive Application Add-ins.png,DataItem,Inactive Application Add-ins,Data Item,False,False,"[604,396]","[1569,423]"
DataItem-Inactive Application Add-ins.png,DataItem,Inactive Application Add-ins,Data Item,False,False,"[604,396]","[850,423]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1034,396]","[1450,423]"
Text- .png,Text, ,Text,False,False,"[1035,397]","[1042,422]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1464,396]","[1473,423]"
DataItem-Name: OneNote Notes about Word Documents. Location: C:\Program Files\Microsoft Office\root\Office16\ONWordAddin.dll. Type: COM Add-in.png,DataItem,Name: OneNote Notes about Word Documents. Location: C:\Program Files\Microsoft Office\root\Office16\ONWordAddin.dll. Type: COM Add-in,Data Item,False,False,"[604,423]","[1569,450]"
DataItem-OneNote Notes about Word Documents.png,DataItem,OneNote Notes about Word Documents,Data Item,False,False,"[604,423]","[930,450]"
DataItem-C:\Program Files\Microsoft Office\root\Office16\ONWordAddin.dll.png,DataItem,C:\Program Files\Microsoft Office\root\Office16\ONWordAddin.dll,Data Item,False,False,"[1034,423]","[1450,450]"
Text-C:\Program Files\Microsoft Office\root\Office16\ONWordAddin.dll.png,Text,C:\Program Files\Microsoft Office\root\Office16\ONWordAddin.dll,Text,False,False,"[1035,424]","[1436,449]"
DataItem-COM Add-in.png,DataItem,COM Add-in,Data Item,False,False,"[1464,423]","[1569,450]"
DataItem-Name: Time (XML). Location: C:\Program Files\Common Files\Microsoft Shared\Smart Tag\MOFL.DLL. Type: Action.png,DataItem,Name: Time (XML). Location: C:\Program Files\Common Files\Microsoft Shared\Smart Tag\MOFL.DLL. Type: Action,Data Item,False,False,"[604,450]","[1569,477]"
DataItem-Time (XML).png,DataItem,Time (XML),Data Item,False,False,"[604,450]","[696,477]"
DataItem-C:\Program Files\Common Files\Microsoft Shared\Smart Tag\MOFL.DLL.png,DataItem,C:\Program Files\Common Files\Microsoft Shared\Smart Tag\MOFL.DLL,Data Item,False,False,"[1034,450]","[1450,477]"
Text-C:\Program Files\Common Files\Microsoft Shared\Smart Tag\MOFL.DLL.png,Text,C:\Program Files\Common Files\Microsoft Shared\Smart Tag\MOFL.DLL,Text,False,False,"[1035,451]","[1443,476]"
DataItem-Action.png,DataItem,Action,Data Item,False,False,"[1464,450]","[1519,477]"
DataItem- .png,DataItem, ,Data Item,False,False,"[604,477]","[1569,504]"
DataItem- .png,DataItem, ,Data Item,False,False,"[604,477]","[613,504]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1034,477]","[1450,504]"
Text- .png,Text, ,Text,False,False,"[1035,478]","[1042,503]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1464,477]","[1473,504]"
DataItem-Document Related Add-ins.png,DataItem,Document Related Add-ins,Data Item,False,False,"[604,504]","[1569,531]"
DataItem-Document Related Add-ins.png,DataItem,Document Related Add-ins,Data Item,False,False,"[604,504]","[837,531]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1034,504]","[1450,531]"
Text- .png,Text, ,Text,False,False,"[1035,505]","[1042,530]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1464,504]","[1473,531]"
DataItem-  No Document Related Add-ins.png,DataItem,  No Document Related Add-ins,Data Item,False,False,"[604,531]","[1569,558]"
DataItem-  No Document Related Add-ins.png,DataItem,  No Document Related Add-ins,Data Item,False,False,"[604,531]","[861,558]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1034,531]","[1450,558]"
Text- .png,Text, ,Text,False,False,"[1035,532]","[1042,557]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1464,531]","[1477,558]"
DataItem- .png,DataItem, ,Data Item,False,False,"[604,558]","[1569,585]"
DataItem- .png,DataItem, ,Data Item,False,False,"[604,558]","[613,585]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1034,558]","[1450,585]"
Text- .png,Text, ,Text,False,False,"[1035,559]","[1042,584]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1464,558]","[1473,585]"
DataItem-Disabled Application Add-ins.png,DataItem,Disabled Application Add-ins,Data Item,False,False,"[604,585]","[1569,612]"
DataItem-Disabled Application Add-ins.png,DataItem,Disabled Application Add-ins,Data Item,False,False,"[604,585]","[855,612]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1034,585]","[1450,612]"
Text- .png,Text, ,Text,False,False,"[1035,586]","[1042,611]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1464,585]","[1473,612]"
DataItem-  No Disabled Application Add-ins.png,DataItem,  No Disabled Application Add-ins,Data Item,False,False,"[604,612]","[1569,639]"
DataItem-  No Disabled Application Add-ins.png,DataItem,  No Disabled Application Add-ins,Data Item,False,False,"[604,612]","[880,639]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1034,612]","[1450,639]"
Text- .png,Text, ,Text,False,False,"[1035,613]","[1042,638]"
DataItem- .png,DataItem, ,Data Item,False,False,"[1464,612]","[1477,639]"
Text-Add-in.png,Text,Add-in,Text,False,False,"[622,691]","[734,716]"
Text-Date (XML).png,Text,Date (XML),Text,False,False,"[748,691]","[837,716]"
Text-Publisher.png,Text,Publisher,Text,False,False,"[622,721]","[734,746]"
Text-Microsoft Corporation.png,Text,Microsoft Corporation,Text,False,False,"[748,721]","[927,746]"
Text-Compatibility.png,Text,Compatibility,Text,False,False,"[622,751]","[734,776]"
Text-No compatibility information available.png,Text,No compatibility information available,Text,False,False,"[748,751]","[1053,776]"
Text-Location.png,Text,Location,Text,False,False,"[622,781]","[734,831]"
Text-C:\Program Files\Common Files\Microsoft Shared\Smart Tag\MOFL.DLL.png,Text,C:\Program Files\Common Files\Microsoft Shared\Smart Tag\MOFL.DLL,Text,False,False,"[748,781]","[1317,831]"
Text-Description.png,Text,Description,Text,False,False,"[622,836]","[734,886]"
Text-Additional actions specified in list description files..png,Text,Additional actions specified in list description files.,Text,False,False,"[748,836]","[1147,886]"
Text-Manage.png,Text,Manage,Text,False,False,"[603,925]","[673,950]"
ComboBox-Manage.png,ComboBox,Manage,ComboBox,False,False,"[687,921]","[947,954]"
Button-Open.png,Button,Open,Button,False,False,"[922,922]","[946,953]"
Button-Go....png,Button,Go...,Button,False,False,"[961,919]","[1074,956]"
Button-OK.png,Button,OK,Button,False,False,"[1350,981]","[1463,1018]"
Button-Cancel.png,Button,Cancel,Button,False,False,"[1477,981]","[1590,1018]"
Thumb-Size box.png,Thumb,Size box,Thumb,False,False,"[1580,1006]","[1599,1029]"
TitleBar-.png,TitleBar,,title bar,False,False,"[352,22]","[1590,56]"
Button-Context help.png,Button,Context help,button,False,True,"[1523,21]","[1558,56]"
Button-Close.png,Button,Close,button,False,True,"[1556,21]","[1591,56]"
Pane-DropShadowTop.png,Pane,DropShadowTop,pane,False,True,"[11,160]","[1931,169]"
Pane-.png,Pane,,pane,False,True,"[536,160]","[1931,998]"
Pane-MsoDockLeft.png,Pane,MsoDockLeft,pane,False,True,"[11,160]","[536,998]"
ToolBar-.png,ToolBar,,tool bar,False,True,"[11,160]","[536,998]"
Pane-Navigation.png,Pane,Navigation,pane,False,True,"[19,215]","[528,991]"
Pane-.png,Pane,,pane,False,True,"[19,215]","[528,991]"
Pane-.png,Pane,,Pane,False,True,"[19,215]","[528,991]"
Custom-Navigation.png,Custom,Navigation,Custom Control,False,True,"[19,215]","[528,991]"
Edit-Search document.png,Edit,Search document,Edit Box,False,True,"[29,238]","[457,269]"
SplitButton-.png,SplitButton,,SplitButton,False,False,"[457,237]","[511,271]"
Button-.png,Button,,Button,False,False,"[457,237]","[489,271]"
Image-.png,Image,,Image,False,False,"[461,242]","[485,266]"
MenuItem-More Options.png,MenuItem,More Options,Menu Item,False,False,"[489,237]","[511,271]"
Tab-.png,Tab,,Pane,False,True,"[28,289]","[519,334]"
TabItem-Headings.png,TabItem,Headings,Tab Item,False,False,"[28,289]","[125,334]"
TabItem-Pages.png,TabItem,Pages,Tab Item,False,False,"[125,289]","[211,334]"
TabItem-Results.png,TabItem,Results,Tab Item,False,False,"[211,289]","[293,334]"
MenuItem-Task Pane Options.png,MenuItem,Task Pane Options,menu item,False,False,"[419,167]","[467,215]"
Pane-MsoDockTop.png,Pane,MsoDockTop,pane,False,True,"[11,11]","[1931,160]"
ToolBar-.png,ToolBar,,tool bar,False,True,"[11,11]","[1931,160]"
Pane-Ribbon.png,Pane,Ribbon,pane,False,True,"[11,11]","[1931,160]"
Pane-.png,Pane,,pane,False,True,"[11,11]","[1931,160]"
Pane-.png,Pane,,Pane,False,True,"[11,11]","[1931,160]"
Pane-Ribbon.png,Pane,Ribbon,Pane,False,True,"[11,11]","[1931,160]"
TitleBar-Word.png,TitleBar,Word,Title Bar,False,True,"[32,11]","[724,62]"
MenuItem-Type to search and use the up and down arrows keys to navigate.png,MenuItem,Type to search and use the up and down arrows keys to navigate,Menu Item,False,True,"[724,19]","[1242,54]"
Edit-Microsoft search.png,Edit,Microsoft search,Edit Box,False,True,"[776,23]","[1241,51]"
MenuItem-Marko Savic.png,MenuItem,Marko Savic,Menu Item,False,True,"[1468,11]","[1655,62]"
MenuItem-Ribbon Display Options.png,MenuItem,Ribbon Display Options,Menu Item,False,True,"[1655,11]","[1724,62]"
Button-Minimize.png,Button,Minimize,Button,False,True,"[1724,11]","[1793,62]"
Button-Restore Down.png,Button,Restore Down,Button,False,False,"[1793,11]","[1862,62]"
Button-Close.png,Button,Close,Button,False,True,"[1862,11]","[1931,62]"
Button-File Tab.png,Button,File Tab,Button,False,False,"[11,62]","[92,107]"
Tab-Ribbon Tabs.png,Tab,Ribbon Tabs,Pane,False,True,"[93,62]","[1913,107]"
TabItem-Home.png,TabItem,Home,Tab Item,False,False,"[93,66]","[187,104]"
TabItem-Insert.png,TabItem,Insert,Tab Item,False,False,"[188,66]","[279,104]"
TabItem-Design.png,TabItem,Design,Tab Item,False,False,"[280,66]","[381,104]"
TabItem-Layout.png,TabItem,Layout,Tab Item,False,False,"[382,66]","[481,104]"
TabItem-References.png,TabItem,References,Tab Item,False,True,"[482,66]","[619,104]"
TabItem-Mailings.png,TabItem,Mailings,Tab Item,False,True,"[620,66]","[734,104]"
TabItem-Review.png,TabItem,Review,Tab Item,False,True,"[735,66]","[836,104]"
TabItem-View.png,TabItem,View,Tab Item,False,True,"[837,66]","[919,104]"
TabItem-Help.png,TabItem,Help,Tab Item,False,True,"[920,66]","[1001,104]"
Button-Share.png,Button,Share,Button,False,False,"[1639,62]","[1752,107]"
Image-.png,Image,,Image,False,False,"[1663,75]","[1681,93]"
Text-Share.png,Text,Share,Text,False,False,"[1687,70]","[1740,98]"
Button-Comments.png,Button,Comments,Button,False,False,"[1752,62]","[1913,107]"
Image-.png,Image,,Image,False,False,"[1776,75]","[1794,93]"
Text-Comments.png,Text,Comments,Text,False,False,"[1800,70]","[1901,98]"
ToolBar-Quick Access Toolbar.png,ToolBar,Quick Access Toolbar,ToolBar,False,True,"[14,108]","[1928,160]"
Button-AutoSave.png,Button,AutoSave,Toggle Switch,False,False,"[14,112]","[172,156]"
Button-Save.png,Button,Save,Button,False,False,"[173,111]","[215,157]"
SplitButton-Can't Undo.png,SplitButton,Can't Undo,SplitButton,False,False,"[216,111]","[272,157]"
Button-Can't Undo.png,Button,Can't Undo,Button,False,False,"[216,111]","[253,157]"
MenuItem-More Options.png,MenuItem,More Options,Menu Item,False,False,"[253,111]","[272,157]"
Button-Can't Repeat.png,Button,Can't Repeat,Button,False,False,"[273,111]","[315,157]"
MenuItem-Customize Toolbar.png,MenuItem,Customize Toolbar,Menu Item,False,False,"[317,111]","[359,157]"
Pane-MsoDockBottom.png,Pane,MsoDockBottom,pane,False,True,"[11,998]","[1931,1031]"
ToolBar-.png,ToolBar,,tool bar,False,True,"[11,998]","[1931,1031]"
Pane-Status Bar.png,Pane,Status Bar,pane,False,True,"[11,998]","[1931,1031]"
Pane-.png,Pane,,pane,False,True,"[11,998]","[1931,1031]"
Pane-.png,Pane,,Pane,False,True,"[11,998]","[1931,1031]"
StatusBar-Status Bar.png,StatusBar,Status Bar,Status Bar,False,True,"[11,998]","[1931,1031]"
Text-Word Count .png,Text,Word Count ,Text,False,False,"[11,999]","[31,1031]"
Text-Focus .png,Text,Focus ,Text,False,False,"[1455,999]","[1544,1031]"
TabItem-Read Mode.png,TabItem,Read Mode,Tab Item,False,False,"[1548,999]","[1608,1031]"
TabItem-Print Layout.png,TabItem,Print Layout,Tab Item,False,False,"[1608,999]","[1668,1031]"
TabItem-Web Layout.png,TabItem,Web Layout,Tab Item,False,False,"[1668,999]","[1728,1031]"
Button-Zoom Out.png,Button,Zoom Out,Button,False,False,"[1729,999]","[1755,1031]"
Slider-Zoom.png,Slider,Zoom,Slider,False,False,"[1755,999]","[1905,1031]"
Button-Zoom Out.png,Button,Zoom Out,Button,True,True,"[11,11]","[11,11]"
Button-Zoom In.png,Button,Zoom In,Button,False,False,"[1763,999]","[1905,1031]"
Button-Zoom In.png,Button,Zoom In,Button,False,False,"[1905,999]","[1931,1031]"
TitleBar-.png,TitleBar,,title bar,False,True,"[44,11]","[1931,45]"
MenuBar-System.png,MenuBar,System,menu bar,False,False,"[11,11]","[33,33]"
MenuItem-System.png,MenuItem,System,menu item,False,False,"[11,11]","[33,33]"
Button-Minimise.png,Button,Minimise,button,False,True,"[1831,10]","[1866,45]"
Button-Restore.png,Button,Restore,button,False,False,"[1864,10]","[1899,45]"
Button-Close.png,Button,Close,button,False,False,"[1897,10]","[1932,45]"
