filename,tag,name,type,offscreen,filtered_out,topleft,bottomright
MenuItem:More Options.png,MenuItem,More Options,Menu Item,False,False,"[487,239]","[509,273]"
Tab:.png,Tab,,Pane,False,False,"[26,291]","[517,336]"
TabItem:Headings.png,TabItem,Headings,Tab Item,False,False,"[26,291]","[123,336]"
TabItem:Pages.png,TabItem,Pages,Tab Item,False,False,"[123,291]","[209,336]"
TabItem:Results.png,TabItem,Results,Tab Item,False,False,"[209,291]","[291,336]"
MenuItem:Task Pane Options.png,MenuItem,Task Pane Options,menu item,False,False,"[417,169]","[465,217]"
Pane:MsoDockTop.png,Pane,MsoDockTop,pane,False,False,"[9,13]","[1445,162]"
ToolBar:.png,ToolBar,,tool bar,False,False,"[9,13]","[1445,162]"
Pane:Ribbon.png,Pane,Ribbon,pane,False,False,"[9,13]","[1445,162]"
Pane:.png,Pane,,pane,False,False,"[9,13]","[1445,162]"
Pane:.png,Pane,,Pane,False,False,"[9,13]","[1445,162]"
Pane:Ribbon.png,Pane,Ribbon,Pane,False,False,"[9,13]","[1445,162]"
TitleBar:Word.png,TitleBar,Word,Title Bar,False,False,"[30,14]","[546,64]"
MenuItem:Type to search and use the up and down arrows keys to navigate.png,MenuItem,Type to search and use the up and down arrows keys to navigate,Menu Item,False,False,"[546,21]","[933,56]"
Edit:Microsoft search.png,Edit,Microsoft search,Edit Box,False,False,"[598,25]","[932,53]"
MenuItem:Marko Savic.png,MenuItem,Marko Savic,Menu Item,False,False,"[982,13]","[1169,64]"
MenuItem:Ribbon Display Options.png,MenuItem,Ribbon Display Options,Menu Item,False,False,"[1169,13]","[1238,64]"
Button:Minimize.png,Button,Minimize,Button,False,False,"[1238,13]","[1307,64]"
Button:Maximize.png,Button,Maximize,Button,False,False,"[1307,13]","[1376,64]"
Button:Close.png,Button,Close,Button,False,False,"[1376,13]","[1445,64]"
Button:File Tab.png,Button,File Tab,Button,False,False,"[9,64]","[90,109]"
Tab:Ribbon Tabs.png,Tab,Ribbon Tabs,Pane,False,False,"[91,64]","[1427,109]"
TabItem:Home.png,TabItem,Home,Tab Item,False,False,"[91,68]","[185,106]"
TabItem:Insert.png,TabItem,Insert,Tab Item,False,False,"[186,68]","[277,106]"
TabItem:Design.png,TabItem,Design,Tab Item,False,False,"[278,68]","[379,106]"
TabItem:Layout.png,TabItem,Layout,Tab Item,False,False,"[380,68]","[479,106]"
TabItem:References.png,TabItem,References,Tab Item,False,False,"[480,68]","[617,106]"
TabItem:Mailings.png,TabItem,Mailings,Tab Item,False,False,"[618,68]","[732,106]"
TabItem:Review.png,TabItem,Review,Tab Item,False,False,"[733,68]","[834,106]"
TabItem:View.png,TabItem,View,Tab Item,False,False,"[835,68]","[917,106]"
TabItem:Help.png,TabItem,Help,Tab Item,False,False,"[918,68]","[999,106]"
Button:Share.png,Button,Share,Button,False,False,"[1153,64]","[1266,109]"
Image:.png,Image,,Image,False,False,"[1177,77]","[1195,95]"
Text:Share.png,Text,Share,Text,False,False,"[1201,72]","[1254,100]"
Button:Comments.png,Button,Comments,Button,False,False,"[1266,64]","[1427,109]"
Image:.png,Image,,Image,False,False,"[1290,77]","[1308,95]"
Text:Comments.png,Text,Comments,Text,False,False,"[1314,72]","[1415,100]"
ToolBar:Quick Access Toolbar.png,ToolBar,Quick Access Toolbar,ToolBar,False,False,"[12,110]","[1442,162]"
Button:AutoSave.png,Button,AutoSave,Toggle Switch,False,False,"[12,114]","[170,158]"
Button:Save.png,Button,Save,Button,False,False,"[171,113]","[213,159]"
SplitButton:Can't Undo.png,SplitButton,Can't Undo,SplitButton,False,False,"[214,113]","[270,159]"
Button:Can't Undo.png,Button,Can't Undo,Button,False,False,"[214,113]","[251,159]"
MenuItem:More Options.png,MenuItem,More Options,Menu Item,False,False,"[251,113]","[270,159]"
Button:Can't Repeat.png,Button,Can't Repeat,Button,False,False,"[271,113]","[313,159]"
MenuItem:Customize Toolbar.png,MenuItem,Customize Toolbar,Menu Item,False,False,"[315,113]","[357,159]"
Pane:MsoDockBottom.png,Pane,MsoDockBottom,pane,False,True,"[9,712]","[1445,745]"
ToolBar:.png,ToolBar,,tool bar,False,True,"[9,712]","[1445,745]"
Pane:Status Bar.png,Pane,Status Bar,pane,False,True,"[9,712]","[1445,745]"
Pane:.png,Pane,,pane,False,True,"[9,712]","[1445,745]"
Pane:.png,Pane,,Pane,False,True,"[9,712]","[1445,745]"
StatusBar:Status Bar.png,StatusBar,Status Bar,Status Bar,False,True,"[9,712]","[1445,745]"
Text:Word Count .png,Text,Word Count ,Text,False,False,"[9,713]","[29,745]"
Text:Focus .png,Text,Focus ,Text,False,False,"[952,713]","[1041,745]"
TabItem:Read Mode.png,TabItem,Read Mode,Tab Item,False,False,"[1045,713]","[1105,745]"
TabItem:Print Layout.png,TabItem,Print Layout,Tab Item,False,False,"[1105,713]","[1165,745]"
TabItem:Web Layout.png,TabItem,Web Layout,Tab Item,False,False,"[1165,713]","[1225,745]"
Button:Zoom Out.png,Button,Zoom Out,Button,False,False,"[1226,713]","[1252,745]"
Slider:Zoom.png,Slider,Zoom,Slider,False,False,"[1252,713]","[1402,745]"
Button:Zoom Out.png,Button,Zoom Out,Button,True,True,"[-35,-45]","[-35,-45]"
Button:Zoom In.png,Button,Zoom In,Button,False,False,"[1260,713]","[1402,745]"
Button:Zoom In.png,Button,Zoom In,Button,False,False,"[1402,713]","[1428,745]"
Thumb:Size box.png,Thumb,Size box,Thumb,False,False,"[1428,713]","[1445,745]"
TitleBar:.png,TitleBar,,title bar,False,True,"[51,22]","[1436,56]"
MenuBar:System.png,MenuBar,System,menu bar,False,True,"[0,0]","[22,22]"
MenuItem:System.png,MenuItem,System,menu item,False,True,"[0,0]","[22,22]"
Button:Minimise.png,Button,Minimise,button,False,True,"[1336,21]","[1371,56]"
Button:Maximise.png,Button,Maximise,button,False,True,"[1369,21]","[1404,56]"
Button:Close.png,Button,Close,button,False,True,"[1402,21]","[1437,56]"
