filename,tag,name,type,offscreen,filtered_out,topleft,bottomright
CheckBox-Add 'Convert with XnConvert' to context menu.png,CheckBox,Add 'Convert with XnConvert' to context menu,checkbox,False,True,"[347,313]","[706,336]"
Text-Note: You need to start with admin rights to be able to change this setting.png,Text,Note: You need to start with admin rights to be able to change this setting,text,False,False,"[379,342]","[976,362]"
CheckBox-Rotate images according to EXIF orientation tag.png,CheckBox,Rotate images according to EXIF orientation tag,checkbox,False,False,"[335,537]","[703,560]"
CheckBox-'Hot folders' process files.png,CheckBox,'Hot folders' process files,checkbox,False,True,"[335,479]","[541,502]"
CheckBox-Restore previous input file list.png,CheckBox,Restore previous input file list,checkbox,False,False,"[335,508]","[576,531]"
Text-Preview background color.png,Text,Preview background color,text,False,False,"[335,380]","[518,415]"
CheckBox-.png,CheckBox,,checkbox,False,True,"[524,380]","[563,415]"
Button-Load format settings....png,Button,Load format settings...,button,False,False,"[335,566]","[988,600]"
CheckBox-Save actions list at exiting.png,CheckBox,Save actions list at exiting,checkbox,False,True,"[335,421]","[548,444]"
CheckBox-Clear filename field at startup.png,CheckBox,Clear filename field at startup,checkbox,False,True,"[335,450]","[574,473]"
Button-Registration....png,Button,Registration...,button,False,False,"[1453,272]","[1565,306]"
Tab-Settings.png,Tab,Settings,tab,False,True,"[322,166]","[925,193]"
TabItem-Input: 0 file(s).png,TabItem,Input: 0 file(s),tab item,False,False,"[322,166]","[461,193]"
TabItem-Actions [0/0].png,TabItem,Actions [0/0],tab item,False,False,"[461,166]","[590,193]"
TabItem-Output.png,TabItem,Output,tab item,False,False,"[590,166]","[675,193]"
TabItem-Status.png,TabItem,Status,tab item,False,False,"[675,166]","[754,193]"
TabItem-Settings.png,TabItem,Settings,tab item,False,False,"[754,166]","[846,193]"
TabItem-About.png,TabItem,About,tab item,False,False,"[846,166]","[925,193]"
Custom-.png,Custom,,custom,False,False,"[322,825]","[921,864]"
Text-Presets:.png,Text,Presets:,text,False,False,"[324,827]","[380,862]"
Button-.png,Button,,button,False,False,"[386,829]","[417,859]"
ComboBox-.png,ComboBox,,combo box,False,False,"[423,832]","[603,857]"
List-.png,List,,list,False,True,"[0,0]","[0,0]"
Button-.png,Button,,button,False,False,"[609,829]","[640,859]"
Button-.png,Button,,button,False,False,"[646,829]","[677,859]"
Button-Export for NConvert....png,Button,Export for NConvert...,button,False,False,"[723,827]","[919,862]"
Group-.png,Group,,group,False,False,"[1102,825]","[1170,864]"
Button-....png,Button,...,button,False,False,"[1102,829]","[1133,859]"
Button-....png,Button,...,button,False,False,"[1139,829]","[1170,859]"
Button-Convert.png,Button,Convert,button,False,False,"[1350,827]","[1462,862]"
Button-Close.png,Button,Close,button,False,False,"[1468,827]","[1580,861]"
